rno,level,lose,point,profileIconId,summonerName,tier,win
70,228,749,1097,4375,kelinn,CHALLENGER,807
71,351,477,1095,4780,SANDBOXKabbie,CHALLENGER,540
72,213,409,1095,4786,동해운수,CHALLENGER,469
73,118,273,1093,4607,Aprox,CHALLENGER,348
74,443,1330,1092,4761,BRB크레센트,CHALLENGER,1377
75,170,852,1084,980,Strange2,CHALLENGER,980
76,252,977,1083,552,T1Berserker,CHALLENGER,1003
77,138,413,1080,1340,FAian,CHALLENGER,493
78,415,605,1079,4817,Remika,CHALLENGER,670
79,405,399,1079,4216,KTRebel,CHALLENGER,468
80,203,473,1078,4833,shuidisichuan,CHALLENGER,547
81,108,414,1076,3542,난쓰레기자만금지,CHALLENGER,487
82,237,394,1069,4779,HLEMorgan1,CHALLENGER,458
83,308,711,1065,4665,Fanch,CHALLENGER,757
84,282,865,1064,7,T1Gumayusi,CHALLENGER,940
85,312,772,1064,4784,xxxxxxx1,CHALLENGER,867
86,156,496,1061,4568,나는야김준철,CHALLENGER,554
87,111,400,1061,4817,ZED99,CHALLENGER,523
88,281,1281,1059,4817,울부짖는마오카이,CHALLENGER,1356
89,56,150,1058,4779,boomlige1,CHALLENGER,201
90,366,479,1056,4783,다없수질,CHALLENGER,550
91,123,358,1056,4817,팀개못하면누누함,CHALLENGER,448
92,210,539,1049,4831,혼자온세상,CHALLENGER,607
93,389,937,1047,2073,모찌피치모찌피치,CHALLENGER,994
94,90,356,1047,4784,모두만잘되기를,CHALLENGER,424
95,127,300,1046,4561,원딜왕자이채환,CHALLENGER,377
96,489,687,1040,4779,sheidodabuguo,CHALLENGER,747
97,112,424,1040,7,zyb,CHALLENGER,529
98,284,1125,1037,3839,탑혜지,CHALLENGER,1185
99,123,611,1036,6,ShadowPatch,CHALLENGER,734
100,315,325,1032,20,FALight,CHALLENGER,398
101,73,223,1029,4492,boom1boom,CHALLENGER,309
102,313,694,1025,4755,엘림,CHALLENGER,756
103,96,289,1025,3018,관상을본다,CHALLENGER,430
104,488,1240,1024,4780,epohon,CHALLENGER,1283
105,104,382,1022,4832,DWGChasy,CHALLENGER,500
106,182,778,1018,23,IdontknowZZ,CHALLENGER,865
107,116,89,1018,1388,Xx최강문검수xX,CHALLENGER,160
108,162,618,1017,3151,여름별미콩국수,CHALLENGER,691
109,272,576,1016,3804,타잔,CHALLENGER,663
110,214,474,1016,4568,concesslon,CHALLENGER,533
111,365,474,1015,4780,FA레이닝,CHALLENGER,551
112,277,483,1014,6,금현성2,CHALLENGER,555
113,515,981,1012,4658,미쳐놈,CHALLENGER,1066
114,287,802,1012,4653,zywbzdcs,CHALLENGER,850
115,102,265,1012,4756,다드몬아이다,CHALLENGER,377
116,410,716,1009,3838,photic12345,CHALLENGER,767
117,138,653,1008,4779,볼붕이1,CHALLENGER,774
118,79,120,1008,3584,스카이시현,CHALLENGER,223
119,324,985,1007,4087,mmqm,CHALLENGER,1056
120,140,538,1007,4631,유리Yur1,CHALLENGER,605
121,402,352,1007,4561,캐인,CHALLENGER,375
122,289,256,1006,20,롤오브레전드1234,CHALLENGER,310
123,125,337,1005,18,Arrowlol,CHALLENGER,466
124,311,595,1003,4419,haoyunbaobei,CHALLENGER,657
125,361,943,1002,3846,whispersnow,CHALLENGER,1000
126,3,512,1002,3546,사용수,CHALLENGER,565
127,134,645,1001,3838,stableman1,CHALLENGER,721
128,83,252,999,4832,TTzhao1952222922,CHALLENGER,401
129,273,402,998,4779,군대괜히미룬사람,CHALLENGER,417
130,287,415,997,3495,FAGGul,CHALLENGER,486
131,175,907,996,4425,따봉람머스,CHALLENGER,986
132,134,609,996,23,esortazione,CHALLENGER,688
133,206,1098,995,4835,HUYATVCid,CHALLENGER,1248
134,342,589,991,4833,SANDBOXRoute,CHALLENGER,632
135,149,846,989,23,GLZassassin,CHALLENGER,924
136,543,1011,986,933,jkjkjkjkk,CHALLENGER,1059
137,221,261,985,1603,SeeuAG,CHALLENGER,326
138,239,874,984,8,돌덩이의꿈,CHALLENGER,941
139,143,475,984,4568,xiaocaobao9,CHALLENGER,526
140,320,532,979,535,강꼬릴,CHALLENGER,581
141,239,320,975,4533,피즈조이,CHALLENGER,379
142,47,74,975,4778,TLT4CTICAL,CHALLENGER,130
143,426,794,971,9,이도류,CHALLENGER,853
144,290,584,971,4832,weibiusamD,CHALLENGER,642
145,142,718,969,4030,BeTnT1,CHALLENGER,763
146,138,798,968,29,MapleStory275LV,CHALLENGER,856
147,277,773,967,18,arrowIoI,CHALLENGER,835
148,174,519,967,4786,GGGori,CHALLENGER,584
149,247,227,967,4555,DRX게르세르끼,CHALLENGER,300
150,416,1028,962,4817,이차가식기전에,CHALLENGER,1104
151,114,418,957,4285,고파우개미,CHALLENGER,489
152,374,719,954,20,HLEDeft1,CHALLENGER,787
153,83,300,952,4655,AnnieLeonhar,CHALLENGER,369
154,234,301,952,3795,SweetyPretty,CHALLENGER,360
155,222,231,952,4491,Destiny,CHALLENGER,233
156,371,511,951,939,qwer112233,CHALLENGER,575
157,289,263,951,7,dagongren1,CHALLENGER,321
158,265,557,947,3613,모두다함께차차차,CHALLENGER,609
159,381,581,944,6,FADove,CHALLENGER,621
160,299,503,944,4832,Blank,CHALLENGER,568
161,346,769,943,4653,미북이,CHALLENGER,822
162,235,282,943,693,노량엄순신,CHALLENGER,348
163,223,1555,941,4568,못난놈들1,CHALLENGER,1604
164,198,791,940,4786,순진무구하다,CHALLENGER,840
165,205,732,939,4378,HSHTM,CHALLENGER,804
166,296,581,939,4842,supupsupupsupup,CHALLENGER,650
167,163,449,939,1626,zhu666,CHALLENGER,560
168,468,1111,937,4835,KTAT0P,CHALLENGER,1167
169,415,1070,935,4647,clear77,CHALLENGER,1122
170,79,266,935,3591,xFury,CHALLENGER,392
171,164,320,934,28,DRXBAO,CHALLENGER,371
172,500,692,931,4835,T1Keria,CHALLENGER,738
173,433,564,930,4025,FAMlnit,CHALLENGER,624
174,216,969,929,4832,Starry0v0,CHALLENGER,1075
175,506,580,927,4160,pingsiba,CHALLENGER,637
176,205,392,923,1385,Iovegalio,CHALLENGER,476
177,130,611,922,7,brogame,CHALLENGER,666
178,161,306,922,4827,Lpc1,CHALLENGER,378
179,186,804,921,4463,Starryovo,CHALLENGER,881
180,278,480,921,4568,익산누누,CHALLENGER,540
181,254,694,919,22,OMGqx1328035572,CHALLENGER,785
182,304,487,919,3354,루시안조이밴탈론,CHALLENGER,546
183,340,473,919,4406,쿠자니,CHALLENGER,520
184,172,711,918,7,jiozz,CHALLENGER,787
185,312,710,918,3864,T1Closer,CHALLENGER,767
186,169,1111,917,4661,Hegzzz,CHALLENGER,1212
187,416,665,917,4698,아임쏘쏘리,CHALLENGER,724
188,87,335,916,4631,happygalio,CHALLENGER,449
189,204,548,915,4203,OMGBoring,CHALLENGER,615
190,158,882,913,4783,YSYZ,CHALLENGER,963
191,96,414,913,4794,ATRl,CHALLENGER,471
192,402,1058,910,3462,FALast,CHALLENGER,1101
193,437,614,909,4748,Zaovvunongren,CHALLENGER,689
194,242,939,908,4568,YeZhuoYue,CHALLENGER,998
195,374,579,907,3854,읽씹맨,CHALLENGER,637
196,354,215,907,4817,직스좀믿어줘,CHALLENGER,288
197,454,787,906,3953,Naehyun,CHALLENGER,813
198,87,213,904,3155,YoneKing,CHALLENGER,323
199,381,1058,901,3788,핑찍히면좋아죽음,CHALLENGER,1092
200,301,896,901,7,KTH4rp,CHALLENGER,948
201,213,284,901,4025,ad20,CHALLENGER,337
202,163,287,900,3348,FASenan,CHALLENGER,340
203,183,412,898,4655,kratsaira,CHALLENGER,457
204,161,372,898,4844,야핑좀꺼줄래,CHALLENGER,429
205,124,609,895,4637,knightzz,CHALLENGER,723
206,268,487,895,4832,정훈이의모험,CHALLENGER,533
207,218,82,895,4626,Iava,CHALLENGER,161
208,186,256,894,4249,SSUNSSUN,CHALLENGER,308
209,93,146,894,3791,Letmesup,CHALLENGER,222
210,406,437,893,4786,김도칠,CHALLENGER,488
211,243,402,892,4780,FAWizer,CHALLENGER,450
212,388,321,891,3495,칼과창방패,CHALLENGER,352
213,213,298,888,4802,메가우기,CHALLENGER,345
214,264,989,887,4027,Uneasy11,CHALLENGER,1066
215,93,217,887,3584,wehui,CHALLENGER,329
216,77,256,886,27,fA죽어도솔랭,CHALLENGER,364
217,546,1429,885,4777,BJ갈배,CHALLENGER,1480
218,218,301,885,4817,9밍,CHALLENGER,340
219,77,257,885,29,nine3,CHALLENGER,339
220,373,224,885,744,Echesospiri,CHALLENGER,273
221,365,663,884,749,CCrazy,CHALLENGER,706
222,105,185,882,3378,홍콩반점매니아,CHALLENGER,251
223,224,1506,881,3458,sofm2,CHALLENGER,1620
224,194,851,881,22,Re0start,CHALLENGER,925
225,478,536,881,3160,튀자튀자아,CHALLENGER,580
226,117,366,880,29,kzxuiuy,CHALLENGER,440
227,98,116,880,4674,mogubaby,CHALLENGER,181
228,400,539,879,1439,DoRun,CHALLENGER,586
229,358,431,879,4804,챌린저땅우양,CHALLENGER,486
230,262,467,878,1625,크세로,CHALLENGER,518
231,132,299,877,4690,말을잘못하는사람,CHALLENGER,354
232,280,805,876,4626,7777케이,CHALLENGER,866
233,334,593,876,4561,WhiteCanvas,CHALLENGER,645
234,463,389,876,4533,하이드,CHALLENGER,440
235,53,118,876,2074,C9BLAB3R,CHALLENGER,166
236,256,695,875,4817,ecnahC,CHALLENGER,749
237,271,535,875,1482,KTUcal,CHALLENGER,632
238,320,578,875,4817,마지막1년,CHALLENGER,630
239,341,481,875,4658,난마,CHALLENGER,531
240,223,544,874,1116,Swordart777,CHALLENGER,632
241,116,92,874,1160,군밤군밤,CHALLENGER,150
242,103,484,873,4561,도넛먹고싶다i,CHALLENGER,594
243,269,398,873,4832,Oct0ber,CHALLENGER,436
244,93,283,873,4834,yinyizaimaren,CHALLENGER,413
245,107,150,873,4817,테디스틱,CHALLENGER,203
246,150,74,873,3587,순의,CHALLENGER,176
247,248,588,872,4764,HLECaD,CHALLENGER,640
248,200,517,872,983,섶훈,CHALLENGER,573
249,101,270,872,4795,두꺼비압수,CHALLENGER,379
250,184,238,872,4707,바쿠야,CHALLENGER,356
251,97,176,872,4762,Bigbuttocks,CHALLENGER,248
252,149,222,872,564,Axiyo,CHALLENGER,230
253,122,151,872,3804,Demon,CHALLENGER,218
254,341,774,871,4763,군빵맨,CHALLENGER,826
255,285,371,871,4817,ShadowSupreme,CHALLENGER,393
256,94,229,871,4817,ehfdkdhsakql,CHALLENGER,341
257,206,281,871,4840,Sangchu,CHALLENGER,312
258,161,165,871,3879,쿠쟈니,CHALLENGER,222
259,239,591,870,4100,강주연,CHALLENGER,646
260,195,418,870,4355,W1zer,CHALLENGER,472
261,136,367,870,16,교육잘받은도구,CHALLENGER,425
262,122,276,870,3150,downsleep,CHALLENGER,335
263,90,369,869,4409,mymx1,CHALLENGER,439
264,97,345,868,4626,훙쌍리,CHALLENGER,426
265,89,161,868,4658,학이농장,CHALLENGER,291
266,356,821,867,4414,CorporalsDog,CHALLENGER,871
267,325,477,867,4832,FAGaeng,CHALLENGER,512
268,113,239,867,3542,로켓슝슝,CHALLENGER,298
269,294,240,866,1630,군밤갓,CHALLENGER,289
270,60,51,866,4794,힘내다잘될거야,CHALLENGER,173
271,574,1007,865,4834,FANatalie,CHALLENGER,1083
272,134,724,865,4787,마이티베어,CHALLENGER,799
273,71,228,865,4783,jiaoliubingqing,CHALLENGER,355
274,98,250,864,4497,박탁민,CHALLENGER,374
275,177,314,864,4022,L1sure,CHALLENGER,365
276,62,135,864,4779,소년가장원딜,CHALLENGER,237
277,138,201,862,3599,MAIWAY,CHALLENGER,252
278,170,930,852,3840,SANDBOXMuru,CHALLENGER,1051
279,353,374,845,984,FaaaaaaaaSup,CHALLENGER,417
280,491,1032,819,3587,DRX1234,CHALLENGER,1065
281,211,987,810,4558,HUYATVUMC,CHALLENGER,1046
282,538,984,788,1437,쿠리,CHALLENGER,1036
283,157,830,889,4021,qwerewqw,GRANDMASTER,897
284,278,983,873,1439,sdxsdx156,GRANDMASTER,1025
285,93,172,861,25,남탓제발그만해,GRANDMASTER,240
286,172,246,859,3955,FAKey,GRANDMASTER,305
287,152,825,854,23,SSW장형석,GRANDMASTER,886
288,115,257,854,4817,FAGaeng2,GRANDMASTER,307
289,262,592,850,4568,SANDBOXIce,GRANDMASTER,628
290,143,774,848,4405,Me1k0,GRANDMASTER,851
291,435,840,846,4568,황제펭귄5호,GRANDMASTER,914
292,162,295,844,4022,EM상어,GRANDMASTER,337
293,76,277,844,29,qlqlqlqlll,GRANDMASTER,323
294,284,1277,842,3543,Fahai,GRANDMASTER,1303
295,85,171,842,4025,DRXHP1,GRANDMASTER,242
296,163,951,839,3788,IGzhao1498187796,GRANDMASTER,1064
297,181,42,839,4832,YeoPuuu,GRANDMASTER,108
298,258,431,837,4595,망해부럿스,GRANDMASTER,485
299,273,378,836,4817,heeseong,GRANDMASTER,427
300,166,207,836,1594,yasuo2,GRANDMASTER,251
301,324,517,835,4561,곽곽보성,GRANDMASTER,582
302,296,378,835,4661,malrang123,GRANDMASTER,438
303,197,357,835,4409,1KEGO,GRANDMASTER,412
304,64,181,834,4832,FPXzhaoUP4506303,GRANDMASTER,289
305,494,1081,833,4107,호잇이,GRANDMASTER,1143
306,258,918,831,6,ariesika,GRANDMASTER,974
307,340,518,831,1630,내숭,GRANDMASTER,637
308,121,335,830,1625,AweYunWAY,GRANDMASTER,397
309,149,868,828,4834,갈망하다,GRANDMASTER,947
310,257,552,828,4832,FFlare,GRANDMASTER,602
311,385,596,826,2072,Lv1갑각류,GRANDMASTER,647
312,338,721,825,4535,칸나,GRANDMASTER,768
313,342,656,825,4838,juayo,GRANDMASTER,699
314,109,495,822,4784,IGsupQ1019458971,GRANDMASTER,609
315,98,483,822,4706,Str1ve,GRANDMASTER,577
316,219,836,821,3890,whitelinfeng,GRANDMASTER,901
317,178,539,820,4535,wuwangxinan,GRANDMASTER,595
318,153,760,819,4832,jusaka12,GRANDMASTER,860
319,87,186,819,23,XZPN,GRANDMASTER,297
320,112,183,819,7,MAKJANG,GRANDMASTER,237
321,314,569,818,1160,아라가키유이,GRANDMASTER,609
322,260,871,815,4833,Adachi,GRANDMASTER,909
323,208,432,815,4832,DWGCanyon,GRANDMASTER,533
324,89,211,814,4779,5Kld,GRANDMASTER,271
325,124,667,813,4659,자격이없습니다,GRANDMASTER,779
326,121,631,813,4568,THEWINDRISESc,GRANDMASTER,742
327,244,208,811,4833,금붕어왕김농밀,GRANDMASTER,264
328,181,139,811,4568,승지부기,GRANDMASTER,182
329,338,514,810,982,MeiTianKun,GRANDMASTER,514
330,85,347,807,685,DaiYunQing,GRANDMASTER,472
331,179,255,807,4817,가슴뛰는일,GRANDMASTER,325
332,240,941,803,4409,북쪽의괴물1,GRANDMASTER,997
333,219,581,802,0,AFBAekHO,GRANDMASTER,632
334,202,568,797,4816,detailking,GRANDMASTER,626
335,235,1326,796,4673,guyuefangyuan,GRANDMASTER,1400
336,230,1283,796,3222,11baby,GRANDMASTER,1365
337,190,1231,796,23,IGQ1749193239,GRANDMASTER,1340
338,62,175,796,4783,wushugeheiye,GRANDMASTER,269
339,414,1365,795,4653,GenGOphelia,GRANDMASTER,1415
340,177,1069,793,4754,yyyyxxxxzzzz,GRANDMASTER,1145
341,279,516,792,3017,JustLikeThatKR,GRANDMASTER,523
342,147,161,792,26,그럭저럭있는사람,GRANDMASTER,221
343,266,713,791,4832,pzxzp,GRANDMASTER,737
344,54,136,790,4779,TLJ,GRANDMASTER,185
345,204,273,789,544,znhy,GRANDMASTER,340
346,162,525,787,3543,랭겜에강한남자,GRANDMASTER,592
347,405,721,786,4,T1Asper,GRANDMASTER,790
348,204,588,785,3456,Teddy12345,GRANDMASTER,622
349,225,266,784,1089,주먹밥쿵야1,GRANDMASTER,318
350,444,477,783,4297,GenGRascal,GRANDMASTER,511
351,1,211,781,29,lcmlcm,GRANDMASTER,351
352,121,461,779,4817,kata1000,GRANDMASTER,571
353,141,353,779,4368,VitalityZywOo,GRANDMASTER,403
354,197,867,777,3584,reaIIyreaIIyrea1,GRANDMASTER,934
355,97,198,777,1114,HUYATVUni,GRANDMASTER,262
356,53,66,777,933,스물다섯번째밤,GRANDMASTER,145
357,288,1122,774,4835,숨바꼭질,GRANDMASTER,1200
358,79,199,774,4832,고덕고덕진곰탕,GRANDMASTER,302
359,118,570,773,21,HLEMorgun1,GRANDMASTER,695
360,116,333,772,4568,밧형욱,GRANDMASTER,379
361,130,368,771,4550,불의에,GRANDMASTER,431
362,375,1108,770,4832,따균좌,GRANDMASTER,1143
363,73,169,770,6,넘기다,GRANDMASTER,226
364,298,637,769,3788,아잠온다아,GRANDMASTER,682
365,449,1459,766,4834,HLE보우거야,GRANDMASTER,1476
366,192,577,766,3542,최선을다하자항상,GRANDMASTER,627
367,76,269,766,4781,kedaya1hao,GRANDMASTER,396
368,108,152,766,4816,규S2리,GRANDMASTER,222
369,327,865,765,3788,깨물이드래곤,GRANDMASTER,886
370,172,505,764,1297,gejutaixiao,GRANDMASTER,581
371,320,235,764,3313,Stitchy,GRANDMASTER,297
372,345,1296,763,4705,GenGMeaning,GRANDMASTER,1331
373,53,97,762,23,fenggeer,GRANDMASTER,191
374,184,468,761,3839,hewon,GRANDMASTER,541
375,127,326,760,4631,Riverzz,GRANDMASTER,372
376,324,610,758,3588,떡잎부터알아봄,GRANDMASTER,668
377,287,1210,754,4794,szygszn,GRANDMASTER,1240
378,624,1026,754,10,DRX홍창현,GRANDMASTER,1070
379,74,186,754,3550,불면증환자임,GRANDMASTER,290
380,147,849,744,16,네버rland,GRANDMASTER,906
381,505,1280,743,7,Seizetheday11,GRANDMASTER,1282
382,340,977,742,4763,91off,GRANDMASTER,1004
383,208,799,742,4540,BrushEye,GRANDMASTER,836
384,198,342,742,4660,리하우,GRANDMASTER,396
385,454,927,741,4833,98Haru,GRANDMASTER,979
386,359,851,741,4817,김랑준,GRANDMASTER,850
387,253,347,741,1154,5Kid,GRANDMASTER,371
388,102,73,740,4200,FAArcher,GRANDMASTER,119
389,100,498,739,4418,299살까지살게여,GRANDMASTER,539
390,80,268,738,4655,chinatalonno1,GRANDMASTER,396
391,308,582,737,4832,DWGSojuMaker,GRANDMASTER,633
392,94,419,737,4832,zzzzzzzzz2,GRANDMASTER,490
393,234,199,737,1,nmnmnmmmnmmnnmnm,GRANDMASTER,253
394,612,816,736,4834,Jymssaja,GRANDMASTER,840
395,220,1167,732,7,d0myself,GRANDMASTER,1221
396,771,1907,731,4379,HUYATVBurning,GRANDMASTER,1959
397,292,305,730,4759,FAP0P,GRANDMASTER,350
398,176,896,729,502,GenGPeyz,GRANDMASTER,967
399,259,1049,728,4490,tttttttEEn,GRANDMASTER,1087
400,348,863,728,4655,VictoriaIsland,GRANDMASTER,912
401,220,589,728,1626,둠심,GRANDMASTER,658
402,132,157,728,4568,오리지널찰떡쿠키,GRANDMASTER,198
403,567,1386,726,7,happygame,GRANDMASTER,1490
404,195,523,724,4834,Dynsylvie,GRANDMASTER,555
405,88,293,724,4661,weinixieshi,GRANDMASTER,437
406,451,899,722,4835,By불비,GRANDMASTER,931
407,97,383,720,4763,AweSerenity,GRANDMASTER,410
408,136,680,718,750,110011001100,GRANDMASTER,785
409,119,600,716,977,daydayup,GRANDMASTER,666
410,108,536,716,4832,ignugur1,GRANDMASTER,583
411,263,319,714,4018,xxxssx,GRANDMASTER,357
412,124,548,713,3788,fengche,GRANDMASTER,656
413,138,619,712,4784,DWGrevelation,GRANDMASTER,763
